purchase_count,car_make,car_model,car_price,car_year,car_type,car_color,number_of_doors,car_condition,fuel_type,transmission_type
5,BMW,X1,17760,2024,Combie,Blue,5,New,Electric,Automatic
43,Audi,A8,29970,2024,Sedan,Blue,3,New,Diesel,Manual
50,Audi,A3,48796,2024,Hatchback,Blue,5,New,Gasoline,Manual
30,Mercedes-Benz,G-Class,52803,2024,SUV,Red,3,Used,Electric,Manual
8,BMW,X1,21542,2024,SUV,Black,3,New,Diesel,Manual
16,Audi,Q5,22622,2024,SUV,Gray,5,Used,Gasoline,Automatic
21,BMW,5 series,46485,2024,Sedan,Red,3,Used,Gasoline,Manual
37,BMW,1 Series,39736,2024,Combie,Silver,3,Used,Gasoline,Automatic
10,BMW,7 series,46051,2024,Truck,Gray,3,New,Hybrid,Automatic
11,Mercedes-Benz,Vito,16733,2024,Hatchback,Black,5,New,Hybrid,Automatic
35,Mercedes-Benz,CLA,53643,2024,Coupe,Black,3,Used,Electric,Manual
48,Audi,A4,50306,2024,Sedan,Gray,5,Used,Diesel,Manual
12,Audi,A4,24742,2024,Sedan,Blue,3,New,Diesel,Manual
50,Audi,A5,26561,2024,SUV,White,5,New,Gasoline,Automatic
3,BMW,X5,15516,2024,Combie,Blue,5,Used,Electric,Automatic
28,Audi,A3,34487,2024,SUV,White,3,Used,Diesel,Automatic
49,BMW,6 series,40911,2024,Hatchback,Red,3,Used,Diesel,Manual
46,Audi,A6,40974,2024,Truck,White,5,Used,Gasoline,Manual
21,Mercedes-Benz,CLA,33313,2024,SUV,Blue,5,Used,Diesel,Automatic
49,Audi,A1,23555,2024,Hatchback,Silver,3,Used,Gasoline,Manual
37,Mercedes-Benz,B-Class,56350,2024,Truck,Black,3,Used,Diesel,Automatic
45,BMW,X1,31136,2024,Coupe,Gray,3,Used,Electric,Manual
22,Audi,A4,33327,2024,Hatchback,Silver,3,Used,Electric,Automatic
17,Audi,A3,40668,2024,Sedan,Silver,3,Used,Gasoline,Manual
22,Audi,Q7,24298,2024,Hatchback,Silver,5,Used,Gasoline,Automatic
44,Audi,A3,50741,2024,Truck,Black,5,Used,Gasoline,Manual
45,Mercedes-Benz,C-Class,16575,2024,Coupe,Red,3,New,Gasoline,Automatic
36,BMW,1 Series,29229,2024,Hatchback,Silver,5,New,Diesel,Automatic
26,BMW,X3,42715,2024,Combie,White,3,New,Gasoline,Manual
10,Audi,A4,55917,2024,Sedan,Red,3,New,Diesel,Manual
1,BMW,6 series,49394,2024,Coupe,Black,3,New,Gasoline,Manual
18,BMW,5 series,47787,2024,Truck,Silver,3,Used,Gasoline,Manual
39,Mercedes-Benz,CLA,57559,2024,Coupe,Silver,5,Used,Diesel,Manual
47,BMW,X5,32226,2024,Truck,Black,5,Used,Electric,Automatic
23,Mercedes-Benz,A-Class,55594,2024,Coupe,White,5,New,Diesel,Automatic
21,BMW,Ix1,55172,2024,SUV,Black,3,Used,Gasoline,Manual
5,Mercedes-Benz,Vito,46377,2024,Sedan,Red,3,Used,Gasoline,Automatic
45,Mercedes-Benz,B-Class,20231,2024,SUV,White,5,New,Gasoline,Manual
7,Mercedes-Benz,Vito,42538,2024,Coupe,Black,5,New,Diesel,Automatic
9,Mercedes-Benz,C-Class,40361,2024,Sedan,Gray,5,Used,Gasoline,Automatic
26,BMW,Ix1,40826,2024,Sedan,Blue,5,Used,Gasoline,Manual
20,Audi,A4,34471,2024,Hatchback,Gray,3,Used,Gasoline,Automatic
19,BMW,X3,46844,2024,Hatchback,Gray,3,Used,Gasoline,Manual
43,BMW,7 series,47791,2024,Truck,Gray,3,Used,Gasoline,Automatic
18,Mercedes-Benz,E-Class,39881,2024,Coupe,Gray,3,Used,Diesel,Manual
19,Audi,Q3,39034,2024,SUV,White,5,New,Diesel,Manual
7,BMW,1 Series,29738,2024,Coupe,Black,3,New,Diesel,Automatic
18,BMW,X3,48298,2024,Hatchback,White,3,New,Gasoline,Manual
39,Mercedes-Benz,R-Class,53394,2024,Coupe,Blue,5,New,Gasoline,Manual
20,BMW,X1,55881,2024,Truck,Blue,5,Used,Electric,Manual
18,Mercedes-Benz,A-Class,34731,2024,Truck,Blue,3,Used,Electric,Automatic
28,Mercedes-Benz,R-Class,55147,2024,SUV,Black,5,New,Diesel,Automatic
40,Audi,A3,49900,2024,Truck,White,5,New,Electric,Manual
12,Mercedes-Benz,CLA,34401,2024,Sedan,Gray,5,Used,Electric,Automatic
44,Mercedes-Benz,G-Class,33042,2024,Combie,Gray,5,Used,Diesel,Manual
25,Mercedes-Benz,G-Class,21422,2024,Hatchback,Black,3,Used,Electric,Automatic
27,Audi,A5,58701,2024,SUV,Black,5,Used,Gasoline,Automatic
24,Audi,A1,27144,2024,SUV,Silver,3,Used,Diesel,Automatic
17,Audi,A5,45501,2024,Truck,Blue,5,New,Diesel,Manual
12,Mercedes-Benz,C-Class,26798,2024,Combie,Red,5,Used,Hybrid,Manual
2,Audi,Q5,38052,2024,Sedan,White,5,New,Diesel,Automatic
14,Audi,Q3,34037,2024,Hatchback,Gray,5,New,Diesel,Manual
5,BMW,1 Series,22388,2024,Sedan,Silver,5,Used,Diesel,Manual
5,Mercedes-Benz,R-Class,50482,2024,Combie,Black,5,Used,Gasoline,Automatic
38,Audi,A1,37676,2024,Truck,White,3,Used,Gasoline,Automatic
21,BMW,7 series,24501,2024,SUV,Black,5,Used,Gasoline,Manual
14,Audi,A4,19748,2024,Coupe,Blue,5,New,Diesel,Manual
35,Mercedes-Benz,S-Class,16251,2024,Sedan,Blue,5,Used,Diesel,Automatic
34,BMW,X1,52390,2024,Sedan,Blue,5,New,Gasoline,Manual
13,Mercedes-Benz,E-Class,24139,2024,Combie,Blue,5,Used,Gasoline,Automatic
23,Mercedes-Benz,C-Class,37803,2024,SUV,Red,3,Used,Gasoline,Automatic
7,BMW,3 Series,46416,2024,Combie,Gray,3,Used,Hybrid,Manual
40,Audi,A5,58428,2024,Hatchback,Black,5,New,Gasoline,Manual
40,BMW,X1,31538,2024,Sedan,Gray,5,Used,Diesel,Automatic
45,Audi,A1,21629,2024,Sedan,Silver,5,New,Gasoline,Manual
18,Audi,Q3,30639,2024,Truck,Gray,5,Used,Gasoline,Manual
14,Audi,Q7,18774,2024,SUV,Blue,5,Used,Diesel,Automatic
5,Mercedes-Benz,Vito,39793,2024,Hatchback,Blue,5,Used,Diesel,Automatic
48,BMW,X3,32262,2024,Coupe,Gray,3,New,Diesel,Manual
30,BMW,6 series,30996,2024,Sedan,Blue,3,Used,Diesel,Manual
7,Audi,A5,52982,2024,Coupe,Black,5,Used,Gasoline,Automatic
24,BMW,5 series,18298,2024,SUV,Red,3,Used,Gasoline,Automatic
13,Audi,Q5,33940,2024,SUV,Silver,3,Used,Diesel,Manual
32,Mercedes-Benz,A-Class,32795,2024,Hatchback,White,3,Used,Gasoline,Manual
10,Audi,A6,52334,2024,Combie,White,5,Used,Diesel,Automatic
17,BMW,X3,31593,2024,Combie,Black,5,Used,Gasoline,Automatic
36,Audi,Q7,17575,2024,Coupe,Gray,3,New,Diesel,Manual
30,Mercedes-Benz,G-Class,29892,2024,SUV,Silver,5,Used,Gasoline,Manual
42,Mercedes-Benz,B-Class,34804,2024,Hatchback,White,5,Used,Diesel,Automatic
41,BMW,X3,53169,2024,Sedan,Black,3,New,Diesel,Automatic
16,Audi,A3,48076,2024,SUV,Black,3,Used,Gasoline,Manual
35,Audi,A5,21960,2024,Sedan,Red,5,New,Gasoline,Manual
40,Audi,A6,29580,2024,Truck,Blue,3,New,Diesel,Automatic
14,Audi,A3,25365,2024,Sedan,Silver,5,New,Gasoline,Automatic
30,BMW,X3,30762,2024,Combie,Gray,3,Used,Gasoline,Automatic
22,BMW,6 series,36853,2024,Coupe,Black,5,Used,Gasoline,Manual
38,BMW,6 series,26042,2024,Combie,Red,5,Used,Diesel,Automatic
40,Mercedes-Benz,A-Class,33598,2024,Coupe,Blue,5,New,Gasoline,Automatic
43,Mercedes-Benz,GLC,37946,2024,SUV,Red,5,New,Gasoline,Manual
47,BMW,6 series,58571,2024,Coupe,Black,5,New,Electric,Automatic
49,BMW,7 series,50187,2024,Truck,White,5,Used,Electric,Manual
40,BMW,5 series,30110,2024,Sedan,Red,3,New,Gasoline,Automatic
13,Mercedes-Benz,E-Class,54540,2024,Truck,Red,3,Used,Gasoline,Manual
17,Audi,A6,23373,2024,Hatchback,Red,3,Used,Gasoline,Automatic
11,BMW,6 series,31413,2024,Hatchback,Blue,5,New,Gasoline,Automatic
21,BMW,1 Series,25132,2024,Coupe,Black,3,New,Electric,Automatic
3,BMW,X3,30158,2024,Sedan,Black,5,New,Gasoline,Manual
15,BMW,X6,20793,2024,SUV,Black,3,Used,Gasoline,Automatic
1,Audi,A5,50230,2024,Hatchback,Gray,3,New,Gasoline,Manual
40,Mercedes-Benz,GLC,30426,2024,Combie,Blue,5,Used,Gasoline,Automatic
50,Mercedes-Benz,G-Class,24254,2024,Truck,Silver,5,New,Gasoline,Automatic
43,Audi,Q5,17694,2024,Sedan,Silver,3,New,Gasoline,Manual
29,Audi,A6,55408,2024,Sedan,Blue,5,New,Gasoline,Automatic
29,Audi,A5,30327,2024,Coupe,Silver,5,Used,Diesel,Automatic
6,Audi,A1,30449,2024,Hatchback,Blue,3,Used,Gasoline,Automatic
20,BMW,X3,49605,2024,Sedan,Blue,3,Used,Electric,Automatic
5,Audi,Q5,32948,2024,SUV,Red,5,New,Gasoline,Automatic
10,Mercedes-Benz,Vito,19332,2024,Combie,White,3,New,Diesel,Manual
12,BMW,X5,58445,2024,Truck,Red,3,Used,Gasoline,Manual
27,Audi,A4,55250,2024,Sedan,Red,3,Used,Diesel,Manual
37,BMW,6 series,20494,2024,Coupe,Silver,5,New,Diesel,Automatic
34,BMW,3 Series,17451,2024,Hatchback,Blue,3,New,Gasoline,Manual
17,Mercedes-Benz,S-Class,55222,2024,SUV,Black,3,New,Gasoline,Manual
46,Audi,A8,48947,2024,Coupe,Silver,5,Used,Gasoline,Manual
23,Mercedes-Benz,CLA,50895,2024,Sedan,Silver,5,New,Gasoline,Manual
44,Mercedes-Benz,CLA,18542,2024,Combie,Blue,3,Used,Gasoline,Automatic
17,Audi,A5,57677,2024,Hatchback,Black,5,Used,Gasoline,Automatic
35,BMW,5 series,35880,2024,Sedan,Blue,3,Used,Diesel,Manual
25,Mercedes-Benz,E-Class,43538,2024,SUV,White,3,New,Diesel,Automatic
46,Audi,Q7,59701,2024,Coupe,Silver,5,Used,Diesel,Automatic
40,Mercedes-Benz,R-Class,30849,2024,SUV,Red,3,Used,Gasoline,Manual
15,Audi,A5,16419,2024,Truck,Blue,5,New,Gasoline,Manual
28,BMW,5 series,16244,2024,Combie,Gray,5,New,Gasoline,Automatic
4,Mercedes-Benz,B-Class,49597,2024,Truck,Black,3,Used,Electric,Automatic
18,Mercedes-Benz,E-Class,41982,2024,SUV,Black,5,Used,Gasoline,Automatic
34,BMW,X6,18216,2024,Coupe,Red,5,Used,Diesel,Automatic
5,Mercedes-Benz,A-Class,21159,2024,Coupe,Silver,5,Used,Diesel,Automatic
41,Mercedes-Benz,Vito,41284,2024,Coupe,Red,3,Used,Gasoline,Automatic
1,Audi,Q3,35202,2024,Hatchback,Black,5,Used,Electric,Manual
26,Mercedes-Benz,Vito,58673,2024,Coupe,White,5,Used,Diesel,Automatic
31,Audi,A7,53571,2024,SUV,Silver,3,Used,Diesel,Manual
33,BMW,X5,57547,2024,Coupe,Red,5,New,Hybrid,Automatic
14,Audi,A7,20527,2024,Coupe,White,5,New,Electric,Automatic
48,Audi,A6,18909,2024,Combie,Blue,3,New,Gasoline,Automatic
30,Audi,A4,35419,2024,Sedan,Silver,5,Used,Diesel,Manual
2,BMW,6 series,24229,2024,Truck,White,3,New,Diesel,Automatic
47,BMW,1 Series,59909,2024,Truck,Red,3,New,Diesel,Automatic
23,Audi,A3,47522,2024,Coupe,Blue,5,New,Diesel,Automatic
20,BMW,1 Series,37275,2024,Combie,Black,5,Used,Gasoline,Automatic
26,Mercedes-Benz,R-Class,19196,2024,Hatchback,Black,3,Used,Diesel,Manual
37,BMW,X3,29954,2024,Truck,White,3,Used,Gasoline,Automatic
43,BMW,3 Series,52404,2024,Hatchback,Red,3,Used,Gasoline,Manual
19,Mercedes-Benz,E-Class,35688,2024,Truck,Gray,3,Used,Gasoline,Automatic
11,Audi,A4,17912,2024,Sedan,Blue,3,New,Electric,Manual
43,BMW,Ix1,46901,2024,Coupe,Silver,3,New,Diesel,Automatic
9,BMW,X3,35054,2024,Sedan,Gray,5,New,Gasoline,Manual
20,Audi,A4,32092,2024,Combie,Blue,5,New,Diesel,Manual
46,Audi,A6,42181,2024,Sedan,White,5,New,Gasoline,Manual
40,Audi,A4,48896,2024,Sedan,Silver,5,New,Gasoline,Automatic
10,Audi,Q7,34733,2024,Sedan,Black,3,New,Gasoline,Manual
18,Audi,A1,26375,2024,Truck,White,5,New,Gasoline,Manual
36,Audi,A5,33612,2024,Sedan,Silver,3,New,Gasoline,Automatic
26,Mercedes-Benz,R-Class,46361,2024,Combie,White,5,New,Diesel,Automatic
15,BMW,6 series,22889,2024,SUV,Blue,3,New,Hybrid,Automatic
1,Audi,A6,56769,2024,Combie,Blue,3,New,Hybrid,Automatic
50,Mercedes-Benz,E-Class,23020,2024,SUV,Gray,5,New,Gasoline,Automatic
17,Mercedes-Benz,C-Class,30419,2024,Hatchback,Blue,5,New,Electric,Manual
32,Audi,A8,50212,2024,Hatchback,Gray,3,Used,Diesel,Automatic
8,Audi,Q3,56464,2024,SUV,Black,5,Used,Gasoline,Automatic
20,BMW,X1,21261,2024,Hatchback,Silver,3,Used,Gasoline,Manual
20,Audi,Q5,58890,2024,SUV,White,3,Used,Hybrid,Automatic
39,BMW,7 series,39521,2024,SUV,Black,5,New,Diesel,Manual
6,BMW,6 series,44864,2024,Hatchback,Red,5,Used,Gasoline,Automatic
47,Mercedes-Benz,R-Class,40699,2024,Hatchback,White,3,New,Gasoline,Manual
17,Mercedes-Benz,S-Class,16490,2024,Truck,Gray,5,Used,Gasoline,Automatic
8,Audi,A5,51936,2024,Combie,Blue,3,New,Electric,Manual
16,Audi,A1,44703,2024,Sedan,Blue,3,Used,Diesel,Automatic
43,Audi,A6,33257,2024,Hatchback,Black,3,Used,Gasoline,Manual
37,BMW,6 series,55452,2024,SUV,Blue,3,Used,Diesel,Automatic
7,BMW,Ix1,20931,2024,Sedan,White,5,New,Gasoline,Manual
41,BMW,3 Series,36065,2024,SUV,Blue,3,New,Hybrid,Automatic
34,Audi,Q5,27115,2024,Combie,Blue,3,Used,Hybrid,Manual
12,Mercedes-Benz,R-Class,51327,2024,Hatchback,Gray,5,Used,Electric,Automatic
8,Mercedes-Benz,S-Class,56451,2024,Sedan,Blue,5,New,Diesel,Automatic
27,Audi,A8,47967,2024,Combie,Blue,3,Used,Gasoline,Automatic
48,Mercedes-Benz,E-Class,37248,2024,SUV,Silver,3,New,Gasoline,Manual
35,Mercedes-Benz,B-Class,30124,2024,Hatchback,Silver,3,New,Electric,Manual
8,Audi,A3,43223,2024,Coupe,Silver,3,Used,Electric,Automatic
13,Audi,A6,34945,2024,Truck,Silver,3,Used,Electric,Manual
27,BMW,X6,32126,2024,SUV,Gray,5,Used,Electric,Manual
41,Audi,A1,28790,2024,Truck,White,3,New,Diesel,Automatic
11,Audi,A7,22788,2024,Coupe,White,3,Used,Electric,Automatic
36,Audi,A1,15566,2024,Coupe,Black,3,New,Gasoline,Automatic
41,BMW,X6,24251,2024,Sedan,Blue,3,New,Diesel,Automatic
35,BMW,5 series,36848,2024,Hatchback,Red,5,New,Diesel,Automatic
14,BMW,X6,18637,2024,SUV,White,3,Used,Diesel,Automatic
14,BMW,5 series,57683,2024,SUV,Gray,3,New,Diesel,Manual
24,Audi,Q3,53364,2024,Sedan,Gray,3,Used,Gasoline,Automatic
50,BMW,6 series,27749,2024,SUV,Black,3,New,Diesel,Manual
30,Audi,A1,22121,2024,Truck,Black,5,Used,Gasoline,Automatic
24,BMW,5 series,41341,2024,Combie,Blue,3,New,Diesel,Manual
26,Mercedes-Benz,R-Class,25456,2024,Coupe,Blue,3,New,Gasoline,Automatic
36,BMW,5 series,19409,2024,SUV,Blue,3,New,Gasoline,Manual
14,Mercedes-Benz,G-Class,19075,2024,Combie,Silver,5,New,Diesel,Automatic
31,Mercedes-Benz,S-Class,40961,2024,SUV,Silver,3,New,Gasoline,Manual
36,Audi,A6,41750,2024,Hatchback,Gray,5,Used,Gasoline,Manual
42,Mercedes-Benz,G-Class,50445,2024,SUV,Gray,3,Used,Diesel,Manual
7,Mercedes-Benz,C-Class,44467,2024,Coupe,Silver,3,Used,Gasoline,Manual
24,BMW,1 Series,56579,2024,Combie,Black,3,Used,Gasoline,Automatic
33,BMW,6 series,21756,2024,Combie,Red,5,New,Gasoline,Automatic
1,Audi,A1,42221,2024,Coupe,Silver,5,Used,Gasoline,Manual
16,Mercedes-Benz,B-Class,49305,2024,Coupe,Black,3,Used,Gasoline,Manual
38,Audi,A3,56447,2024,Coupe,White,5,New,Diesel,Manual
6,Mercedes-Benz,C-Class,33609,2024,Coupe,Gray,5,New,Diesel,Manual
16,Audi,A4,32930,2024,Coupe,Blue,5,New,Gasoline,Manual
23,Mercedes-Benz,Vito,41922,2024,Coupe,White,5,New,Gasoline,Manual
38,BMW,5 series,30962,2024,Combie,Red,5,Used,Gasoline,Automatic
11,BMW,6 series,35589,2024,Combie,Red,5,New,Diesel,Automatic
45,Audi,A4,21010,2024,SUV,Gray,5,New,Diesel,Automatic
4,Mercedes-Benz,E-Class,35732,2024,Coupe,Red,3,New,Gasoline,Manual
7,Audi,Q5,56623,2024,SUV,Black,5,New,Gasoline,Manual
16,BMW,X6,54634,2024,Combie,Blue,3,Used,Gasoline,Manual
19,BMW,X6,56582,2024,Combie,White,3,Used,Electric,Manual
45,Audi,A7,46447,2024,Combie,Gray,5,Used,Gasoline,Automatic
35,BMW,3 Series,25234,2024,Sedan,Silver,5,New,Gasoline,Automatic
10,Audi,A5,58698,2024,Sedan,Gray,3,Used,Diesel,Manual
29,BMW,6 series,34573,2024,SUV,Silver,5,New,Gasoline,Manual
38,Mercedes-Benz,E-Class,58074,2024,SUV,Black,5,Used,Gasoline,Manual
42,Mercedes-Benz,C-Class,36642,2024,Coupe,Gray,5,New,Gasoline,Automatic
44,Mercedes-Benz,E-Class,52501,2024,Truck,Black,3,New,Gasoline,Automatic
41,BMW,7 series,22724,2024,Sedan,Silver,3,Used,Gasoline,Automatic
28,Audi,A8,53180,2024,Truck,Gray,3,New,Gasoline,Manual
10,BMW,Ix1,47836,2024,Truck,Red,5,New,Electric,Manual
12,Audi,Q3,17553,2024,Sedan,Black,5,New,Diesel,Automatic
27,BMW,X3,24959,2024,Combie,Blue,3,Used,Diesel,Automatic
37,Audi,A6,39046,2024,Sedan,Red,3,Used,Gasoline,Manual
1,BMW,X6,27184,2024,Hatchback,Black,5,Used,Gasoline,Manual
30,Mercedes-Benz,R-Class,17695,2024,Sedan,Gray,3,Used,Electric,Automatic
13,Audi,A8,35611,2024,Truck,White,5,New,Gasoline,Manual
27,BMW,X3,28703,2024,Hatchback,White,3,New,Electric,Automatic
17,BMW,3 Series,23042,2024,Combie,Red,5,New,Diesel,Automatic
11,BMW,1 Series,22354,2024,Hatchback,Blue,5,Used,Electric,Manual
21,BMW,6 series,43307,2024,Hatchback,Blue,3,Used,Diesel,Automatic
12,BMW,7 series,29028,2024,SUV,Red,3,New,Electric,Manual
45,BMW,X6,58726,2024,SUV,Silver,3,New,Gasoline,Manual
37,Audi,A1,52303,2024,SUV,Gray,5,Used,Diesel,Automatic
7,Audi,A4,17724,2024,Sedan,Silver,3,New,Gasoline,Automatic
38,Mercedes-Benz,R-Class,34612,2024,Sedan,Red,5,Used,Gasoline,Manual
25,Audi,A6,53331,2024,Sedan,White,3,Used,Electric,Manual
9,Audi,A4,53788,2024,SUV,Gray,3,New,Gasoline,Manual
12,Audi,A5,31911,2024,Combie,Red,5,Used,Gasoline,Automatic
34,BMW,5 series,35709,2024,Combie,Red,5,Used,Gasoline,Automatic
42,BMW,6 series,29904,2024,Coupe,Red,5,New,Diesel,Automatic
40,BMW,Ix1,46630,2024,Sedan,Silver,3,New,Diesel,Manual
4,Audi,A6,21400,2024,Coupe,Silver,5,New,Electric,Manual
15,Mercedes-Benz,S-Class,15406,2024,Sedan,Silver,5,Used,Diesel,Automatic
1,BMW,Ix1,47367,2024,Truck,Red,5,Used,Diesel,Manual
42,Mercedes-Benz,C-Class,54419,2024,Truck,Black,3,New,Diesel,Automatic
14,Mercedes-Benz,A-Class,38384,2024,SUV,Red,5,Used,Diesel,Automatic
4,Mercedes-Benz,CLA,34135,2024,Hatchback,White,3,Used,Gasoline,Manual
16,BMW,X5,31742,2024,Sedan,Black,3,Used,Gasoline,Manual
7,Audi,A3,24389,2024,Hatchback,Red,5,New,Diesel,Automatic
49,Mercedes-Benz,B-Class,20375,2024,SUV,Black,3,New,Gasoline,Automatic
34,BMW,X1,55542,2024,Combie,Red,3,Used,Gasoline,Manual
19,BMW,X5,54585,2024,Combie,Silver,5,New,Gasoline,Manual
33,BMW,X5,23827,2024,Hatchback,Blue,3,Used,Gasoline,Automatic
4,Audi,A1,47794,2024,SUV,Blue,5,New,Electric,Manual
49,Mercedes-Benz,CLA,37028,2024,Hatchback,White,5,Used,Hybrid,Automatic
44,Audi,Q7,19179,2024,Hatchback,White,5,Used,Gasoline,Manual
7,BMW,3 Series,28466,2024,Sedan,Gray,3,Used,Gasoline,Automatic
44,Audi,A6,17831,2024,Hatchback,Blue,3,Used,Gasoline,Automatic
43,Mercedes-Benz,R-Class,34073,2024,Sedan,Red,5,New,Gasoline,Automatic
41,Audi,A1,44417,2024,Truck,Black,3,Used,Gasoline,Manual
50,BMW,7 series,53968,2024,SUV,White,3,Used,Gasoline,Manual
32,BMW,X6,47320,2024,Combie,Blue,3,New,Diesel,Automatic
3,BMW,Ix1,15301,2024,Sedan,Red,5,Used,Electric,Automatic
29,Audi,Q5,39835,2024,SUV,Red,5,Used,Gasoline,Automatic
6,Audi,A3,34404,2024,Coupe,Black,5,Used,Gasoline,Manual
49,Mercedes-Benz,CLA,37693,2024,Coupe,Blue,3,Used,Gasoline,Manual
50,Audi,A1,16284,2024,Sedan,Black,5,New,Hybrid,Manual
9,Audi,A7,30771,2024,Hatchback,Black,5,New,Gasoline,Manual
7,Audi,Q5,53621,2024,Sedan,Silver,3,Used,Gasoline,Automatic
49,Mercedes-Benz,G-Class,43366,2024,SUV,Black,3,Used,Hybrid,Manual
20,Mercedes-Benz,CLA,51819,2024,Truck,Blue,3,Used,Diesel,Manual
44,BMW,X6,15315,2024,Coupe,Red,5,New,Gasoline,Manual
36,Audi,A8,31931,2024,Sedan,Black,5,New,Gasoline,Manual
18,BMW,1 Series,52803,2024,Combie,White,5,Used,Diesel,Manual
28,BMW,X6,34917,2024,Coupe,White,3,Used,Gasoline,Manual
46,BMW,X3,49822,2024,Truck,White,5,Used,Diesel,Automatic
19,Mercedes-Benz,CLA,19425,2024,Hatchback,Silver,5,Used,Gasoline,Manual
14,Mercedes-Benz,G-Class,36461,2024,Combie,Red,3,Used,Gasoline,Manual
20,BMW,6 series,49603,2024,Truck,Red,3,Used,Diesel,Automatic
29,BMW,7 series,22912,2024,Truck,Red,3,Used,Diesel,Manual
21,Mercedes-Benz,B-Class,43667,2024,Combie,Black,3,Used,Diesel,Manual
49,Audi,A6,49936,2024,Truck,Black,3,New,Diesel,Automatic
21,Audi,A3,52116,2024,Coupe,Silver,3,New,Diesel,Manual
5,Audi,A6,33435,2024,Coupe,Blue,3,Used,Gasoline,Manual
44,BMW,X6,52829,2024,Combie,Gray,3,Used,Gasoline,Manual
36,Mercedes-Benz,B-Class,19814,2024,Coupe,Blue,3,New,Diesel,Manual
26,Mercedes-Benz,G-Class,57451,2024,Combie,White,3,Used,Gasoline,Automatic
22,BMW,1 Series,17287,2024,Truck,Gray,3,New,Gasoline,Automatic
43,Mercedes-Benz,R-Class,35080,2024,Truck,Black,3,New,Diesel,Manual
37,Audi,A1,42632,2024,Truck,Black,5,Used,Gasoline,Manual
43,Audi,A7,48220,2024,Coupe,Black,5,Used,Electric,Automatic
36,Audi,A7,27644,2024,Sedan,Gray,3,Used,Electric,Automatic
50,Audi,A6,46268,2024,Sedan,Black,5,New,Gasoline,Manual
6,Audi,A3,58636,2024,Coupe,Blue,5,Used,Gasoline,Manual
45,BMW,X1,58233,2024,Truck,Black,3,Used,Gasoline,Manual
8,Audi,Q5,57604,2024,Hatchback,Silver,5,New,Diesel,Automatic
8,BMW,6 series,52072,2024,Hatchback,White,5,New,Hybrid,Automatic
21,Mercedes-Benz,A-Class,43061,2024,Coupe,Silver,5,Used,Gasoline,Automatic
35,BMW,Ix1,38962,2024,Sedan,Black,5,Used,Diesel,Automatic
50,Audi,A3,53574,2024,Coupe,Black,5,New,Diesel,Automatic
48,BMW,6 series,42831,2024,Coupe,Black,5,New,Hybrid,Automatic
48,BMW,6 series,23988,2024,Truck,Gray,5,Used,Gasoline,Manual
23,Audi,A1,49782,2024,Sedan,Silver,5,Used,Gasoline,Manual
40,Audi,A1,40054,2024,Coupe,White,5,Used,Electric,Automatic
29,Audi,A6,46910,2024,SUV,Gray,5,New,Electric,Manual
46,Mercedes-Benz,G-Class,43658,2024,Sedan,Black,3,Used,Gasoline,Automatic
50,BMW,1 Series,18103,2024,Sedan,Silver,3,Used,Gasoline,Automatic
2,Audi,A5,26530,2024,SUV,Silver,5,New,Diesel,Automatic
19,Audi,A7,16546,2024,Combie,Blue,5,Used,Diesel,Manual
28,Mercedes-Benz,GLC,35387,2024,Sedan,Red,5,New,Gasoline,Manual
3,Audi,Q7,50585,2024,Coupe,Gray,3,Used,Gasoline,Manual
47,Audi,A1,39587,2024,Coupe,Blue,3,Used,Gasoline,Automatic
33,Audi,A4,18020,2024,SUV,Blue,5,Used,Electric,Automatic
25,Audi,A6,46843,2024,SUV,Gray,3,New,Gasoline,Manual
16,Audi,Q3,41978,2024,SUV,Black,3,New,Gasoline,Manual
13,Mercedes-Benz,G-Class,24896,2024,Truck,Blue,3,New,Gasoline,Manual
29,BMW,1 Series,58875,2024,Coupe,Gray,3,Used,Diesel,Automatic
22,BMW,X5,49492,2024,Sedan,White,3,New,Gasoline,Automatic
46,BMW,X3,28161,2024,Hatchback,Blue,5,Used,Gasoline,Automatic
4,Audi,A3,30045,2024,Hatchback,Gray,3,Used,Electric,Manual
15,Mercedes-Benz,S-Class,40733,2024,Combie,Blue,5,Used,Electric,Manual
47,Mercedes-Benz,G-Class,56615,2024,Truck,Black,3,Used,Diesel,Manual
23,Mercedes-Benz,G-Class,32282,2024,SUV,White,3,New,Electric,Manual
1,BMW,7 series,29203,2024,Hatchback,Black,5,Used,Gasoline,Manual
17,Mercedes-Benz,R-Class,34578,2024,Hatchback,Black,5,New,Gasoline,Manual
6,Mercedes-Benz,CLA,55523,2024,SUV,Blue,3,New,Gasoline,Manual
36,Audi,Q3,56705,2024,Truck,White,5,New,Diesel,Automatic
40,Audi,A3,38184,2024,Sedan,Gray,3,Used,Diesel,Automatic
30,Audi,Q7,23546,2024,Combie,Silver,5,Used,Electric,Manual
45,BMW,X1,19183,2024,SUV,White,3,Used,Electric,Automatic
24,BMW,X1,57490,2024,Combie,Blue,3,Used,Gasoline,Automatic
18,BMW,X5,59334,2024,Coupe,Red,3,Used,Hybrid,Manual
44,Audi,A8,22899,2024,Sedan,Black,3,New,Electric,Manual
21,Audi,Q5,47840,2024,Truck,Blue,3,New,Gasoline,Automatic
35,Audi,Q3,28364,2024,Coupe,White,5,Used,Gasoline,Manual
